name,link,color,total_games,eco,last_played,performance,avg_player,p_wins,p_draws,p_loses,moves
"Scotch Game, Napoleon Gambit","https://old.chesstempo.com/gamedb/opening/1938","white",4,"C44","1842","2920","2205",1,0,0,"1.e4 e5 2.Cf3 Cc6 3.d4 Cxd4 4.Cxd4 exd4 5.Ac4"
"Scotch Game, Paulsen Variation","https://old.chesstempo.com/gamedb/opening/2744","white",1,"C45","1879","2840","2550",1,0,0,"1.e4 e5 2.Cf3 Cc6 3.d4 exd4 4.Cxd4 Dh4 5.Cf5"
"Semi-Slav Defense, Gunderam Gambit","https://old.chesstempo.com/gamedb/opening/1968","white",4,"D31","25-06-2011","2353","2143",0.5,0,0.5,"1.d4 d5 2.c4 e6 3.Cc3 c6 4.e4 dxe4 5.f3"
"Sicilian Defense, Canal Attack, Dorfman Gambit","https://old.chesstempo.com/gamedb/opening/2036","white",1,"B52","1978-04","2950","2560",1,0,0,"1.e4 c5 2.Cf3 d6 3.Ab5+ Cc6 4.O-O Ad7 5.De2 g6 6.e5"
"Sicilian Defense, Grob Variation","https://old.chesstempo.com/gamedb/opening/2845","white",1,"B20","21-10-2018","1653","1339",1,0,0,"1.e4 c5 2.g4"
"Sicilian Defense, Jalalabad Variation","https://old.chesstempo.com/gamedb/opening/2739","black",9,"B27","17-12-2017","1924","1852",0.444,0,0.556,"1.e4 c5 2.Cf3 e5"
"Sicilian Defense, King David's Opening","https://old.chesstempo.com/gamedb/opening/2727","white",1,"B20","21-02-2020","3170","2736",1,0,0,"1.e4 c5 2.Re2"
"Sicilian Defense, Polish Gambit","https://old.chesstempo.com/gamedb/opening/2222","black",1,"B27","2013","1324","1591",0,0,1,"1.e4 c5 2.Cf3 b5"
"Slav Defense, Czech Variation, Krause Attack, Fazekas Gambit","https://old.chesstempo.com/gamedb/opening/2313","white",2,"D17","15-07-2016","2585","2533",1,0,0,"1.d4 d5 2.c4 c6 3.Cf3 Cf6 4.Cc3 dxc4 5.a4 Af5 6.Ce5 Ca6 7.e4"
"Spanish Game, Closed Defense, Alekhine Gambit","https://old.chesstempo.com/gamedb/opening/2381","white",1,"C90","1936-12","3000","2700",1,0,0,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 d6 8.c3 Ca5 9.Ac2 c5 10.d4 Dc7 11.Cbd2 O-O 12.Cf1 Ag4 13.Ce3 Axf3 14.Dxf3"
"Spanish Game, Retreat Variation","https://old.chesstempo.com/gamedb/opening/2795","black",2,"C60","02-07-2016","1565","2086",0,0,1,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cb8"
"Spanish Game, Spanish Countergambit","https://old.chesstempo.com/gamedb/opening/2515","black",13,"C60","08-05-2018","1388","1473",0.077,0,0.923,"1.e4 e5 2.Cf3 Cc6 3.Ab5 d5"
"Spanish Game, Steinitz Defense, Center Gambit","https://old.chesstempo.com/gamedb/opening/2519","white",5,"C62","28-12-2018","1961","2087",0.6,0,0.4,"1.e4 e5 2.Cf3 Cc6 3.Ab5 d6 4.d4 exd4 5.O-O"
"Spanish Opening, Fianchetto Devfense, Kevitz Gambit","https://old.chesstempo.com/gamedb/opening/2918","black",1,"C60","16-02-2016","2105","1984",0,0,1,"1.e4 e5 2.Cf3 Cc6 3.Ab5 g6 4.c3 f5"
"Trompowsky Attack, Edge Variation, Hergert Gambit #1","https://old.chesstempo.com/gamedb/opening/2575","white",1,"A45","29-06-2000","2002","2222",0,0,1,"1.d4 Cf6 2.Ag5 Ce4 3.Ah4 d5 4.f3 Cf6 5.Cc3 Af5 6.e4"
"Van Geet Opening, Caro-Kann Variation, St. Patrick's Attack","https://old.chesstempo.com/gamedb/opening/2939","white",4,"B10","24-02-2020","1905","1852",0.75,0,0.25,"1.Cc3 d5 2.e4 c6 3.h3"
"Van Geet Opening, Hergert Gambit","https://old.chesstempo.com/gamedb/opening/2595","black",4,"A00","05-08-2016","2428","2148",1,0,0,"1.Cc3 d6 2.f4 e5 3.fxe5 Cc6"
"Van Geet Opening, Liebig Gambit","https://old.chesstempo.com/gamedb/opening/2600","black",2,"A00","10-05-2015","1912","2396",0,0,1,"1.Cc3 e5 2.e3 d5 3.Dh5 Cf6"
"Van Geet Opening, Myers Gambit","https://old.chesstempo.com/gamedb/opening/2602","white",4,"A00","30-03-2018","2171","1989",0.75,0,0.25,"1.Cc3 d5 2.e4 Cf6 3.d3 dxe4 4.Ag5"
"Van Geet Opening, Warsteiner Gambit","https://old.chesstempo.com/gamedb/opening/2614","black",1,"A00","31-07-2000","2462","2156",1,0,0,"1.Cc3 d5 2.f4 g5"
"Van't Kruijs Opening, Keoni-Hiva Gambit, Ekolu Variation","https://old.chesstempo.com/gamedb/opening/2618","white",1,"A00","25-10-2007","1976","1961",0,0,1,"1.e3 e5 2.Cc3 d5 3.f4 exf4 4.Cf3"
"Vienna Game, Vienna Gambit, Steinitz Gambit, Soerensen Defense","https://old.chesstempo.com/gamedb/opening/2665","black",3,"C25","20-04-2005","2145","2279",0.333,0,0.667,"1.e4 e5 2.Cc3 Cc6 3.f4 exf4 4.d4 Dh4+ 5.Re2 g5"
"Vienna Game, Zhuravlev Countergambit","https://old.chesstempo.com/gamedb/opening/2669","black",4,"C25","17-01-2016","2117","2182",0.5,0,0.5,"1.e4 e5 2.Cc3 Ab4 3.Dg4 Cf6"
"Alekhine Defense, Balogh Variation","https://old.chesstempo.com/gamedb/opening/1","white",758,"B03","21-10-2020","2231","2207",0.406,0.243,0.351,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Ac4"
"Alekhine Defense, Exchange Variation","https://old.chesstempo.com/gamedb/opening/4","white",7278,"B03","25-03-2021","2232","2181",0.41,0.274,0.317,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.c4 Cb6 5.exd6"
"Alekhine Defense, Exchange Variation, Karpov Variation","https://old.chesstempo.com/gamedb/opening/5","white",37,"B03","17-09-2018","2383","2372",0.378,0.297,0.324,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.c4 Cb6 5.exd6 cxd6 6.Cf3 g6 7.Ae2 Ag7 8.O-O O-O 9.h3 Cc6 10.Cc3 Af5 11.Af4"
"Alekhine Defense, Four Pawns Attack","https://old.chesstempo.com/gamedb/opening/6","white",971,"B03","13-12-2020","2173","2116",0.4,0.224,0.376,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.c4 Cb6 5.f4"
"Alekhine Defense, Four Pawns Attack, Main Line","https://old.chesstempo.com/gamedb/opening/9","white",1303,"B03","18-03-2021","2236","2183",0.414,0.256,0.33,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.c4 Cb6 5.f4 dxe5 6.fxe5 Cc6 7.Ae3"
"Alekhine Defense, Hunt Variation, Lasker Simul Gambit","https://old.chesstempo.com/gamedb/opening/15","white",353,"B02","29-01-2020","2203","2178",0.348,0.235,0.416,"1.e4 Cf6 2.e5 Cd5 3.c4 Cb6 4.c5 Cd5 5.Cc3 e6 6.Ac4"
"Alekhine Defense, Hunt Variation, Matsukevich Gambit","https://old.chesstempo.com/gamedb/opening/16","white",8,"B02","30-01-2020","2173","2180",0.5,0.125,0.375,"1.e4 Cf6 2.e5 Cd5 3.c4 Cb6 4.c5 Cd5 5.Cc3 Cxc3 6.dxc3 d6 7.Ag5"
"Alekhine Defense, Hunt Variation, Mikenas Gambit","https://old.chesstempo.com/gamedb/opening/17","white",17,"B02","23-04-2016","2363","2268",0.529,0.294,0.176,"1.e4 Cf6 2.e5 Cd5 3.c4 Cb6 4.c5 Cd5 5.Ac4 e6 6.Cc3 d6 7.Cxd5 exd5 8.Axd5"
"Alekhine Defense, John Tracy Gambit","https://old.chesstempo.com/gamedb/opening/18","white",13,"B02","15-03-2010","1966","2276",0,0.385,0.615,"1.e4 Cf6 2.Cf3"
"Alekhine Defense, Kmoch Variation","https://old.chesstempo.com/gamedb/opening/19","white",28,"B02","15-11-2016","2253","2226",0.25,0.321,0.429,"1.e4 Cf6 2.e5 Cd5 3.Ac4 Cb6 4.Ab3 c5 5.d3"
"Alekhine Defense, Krejcik Variation, Krejcik Gambit","https://old.chesstempo.com/gamedb/opening/20","white",68,"B02","02-05-2019","1994","2013",0.279,0.176,0.544,"1.e4 Cf6 2.Ac4 Cxe4 3.Axf7+"
"Alekhine Defense, Maroczy Variation","https://old.chesstempo.com/gamedb/opening/21","white",1045,"B02","14-02-2021","2139","2142",0.366,0.244,0.39,"1.e4 Cf6 2.d3"
"Alekhine Defense, Modern Variation","https://old.chesstempo.com/gamedb/opening/22","white",537,"B04","26-01-2020","2397","2326",0.447,0.315,0.238,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3"
"Alekhine Defense, Modern Variation, Alekhine Gambit","https://old.chesstempo.com/gamedb/opening/24","white",129,"B04","22-07-2019","2089","2068",0.372,0.225,0.403,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 Ag4 5.c4 Cb6 6.Ae2"
"Alekhine Defense, Modern Variation, Alekhine Variation","https://old.chesstempo.com/gamedb/opening/25","white",80,"B05","10-12-2019","2208","2180",0.338,0.325,0.338,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 Ag4 5.c4"
"Alekhine Defense, Modern Variation, Keres Variation","https://old.chesstempo.com/gamedb/opening/26","white",282,"B04","05-12-2019","2443","2382",0.454,0.372,0.174,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 g6 5.Ac4 Cb6 6.Ab3 Ag7 7.a4"
"Alekhine Defense, Modern Variation, Panov Variation","https://old.chesstempo.com/gamedb/opening/29","white",201,"B05","15-12-2020","2280","2249",0.448,0.214,0.338,"1.e4 Cf6 2.e5 Cd5 3.d4 d6 4.Cf3 Ag4 5.h3"
"Alekhine Defense, Saemisch Attack","https://old.chesstempo.com/gamedb/opening/36","white",1551,"B02","27-08-2020","2236","2201",0.377,0.297,0.326,"1.e4 Cf6 2.e5 Cd5 3.Cc3"
"Alekhine Defense, Scandinavian Variation, Myers Gambit","https://old.chesstempo.com/gamedb/opening/39","white",5,"B02","05-01-2009","2121","2253",0.2,0.6,0.2,"1.e4 Cf6 2.Cc3 d5 3.d3 dxe4 4.Ag5"
"Alekhine Defense, Spielmann Gambit","https://old.chesstempo.com/gamedb/opening/40","white",148,"B02","21-08-2019","2243","2194",0.399,0.176,0.426,"1.e4 Cf6 2.Cc3 d5 3.e5 Cfd7 4.e6"
"Alekhine Defense, Steiner Variation","https://old.chesstempo.com/gamedb/opening/41","white",103,"B02","18-03-2020","2220","2243",0.369,0.184,0.447,"1.e4 Cf6 2.e5 Cd5 3.c4 Cb6 4.b3"
"Alekhine Defense, Two Pawn Attack","https://old.chesstempo.com/gamedb/opening/42","white",479,"B02","23-01-2021","1972","1938",0.376,0.178,0.447,"1.e4 Cf6 2.e5 Cd5 3.c4"
"Alekhine Defense, Two Pawn Attack, Lasker Variation","https://old.chesstempo.com/gamedb/opening/43","white",1032,"B02","12-02-2021","2200","2193",0.33,0.303,0.367,"1.e4 Cf6 2.e5 Cd5 3.c4 Cb6 4.c5"
"Alekhine Defense, Welling Variation","https://old.chesstempo.com/gamedb/opening/44","white",13,"B02","11-07-2019","2273","2314",0.308,0.308,0.385,"1.e4 Cf6 2.e5 Cd5 3.b3"
"Amar Opening, General","https://old.chesstempo.com/gamedb/opening/45","white",108,"E00","14-03-2020","2097","2098",0.417,0.185,0.398,"1.Ch3"
"Amazon Attack, Siberian Attack","https://old.chesstempo.com/gamedb/opening/2738","white",42,"D00","13-03-2021","2023","2079",0.357,0.191,0.452,"1.d4 d5 2.Dd3 Cf6 3.Cc3"
"Anderssen Opening, General","https://old.chesstempo.com/gamedb/opening/49","white",1510,"A00","17-03-2021","2103","2114",0.348,0.255,0.397,"1.a3"
"Barnes Opening, General","https://old.chesstempo.com/gamedb/opening/2963","white",56,"A00","09-12-2019","1996","2059",0.339,0.196,0.464,"1.f3"
"Barnes Opening, Hammerschlag","https://old.chesstempo.com/gamedb/opening/54","white",9,"A00","19-05-2013","2141","2086",0.444,0.222,0.333,"1.f3 e5 2.Rf2"
"Benko Gambit, Accepted, Central Storming Variation","https://old.chesstempo.com/gamedb/opening/57","white",215,"A57","20-10-2019","2256","2237",0.386,0.233,0.381,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 g6 6.Cc3 Axa6 7.f4"
"Benko Gambit, Accepted, Dlugy Variation","https://old.chesstempo.com/gamedb/opening/58","white",1622,"A57","08-01-2021","2281","2263",0.417,0.25,0.333,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.f3"
"Benko Gambit, Accepted, Fianchetto Variation","https://old.chesstempo.com/gamedb/opening/59","white",2952,"A58","06-03-2021","2277","2260",0.425,0.288,0.287,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Axa6 6.Cc3 g6 7.Cf3 d6 8.g3 Ag7 9.Ag2"
"Benko Gambit, Accepted, Fully Accepted Variation","https://old.chesstempo.com/gamedb/opening/60","white",4963,"A58","21-01-2021","2263","2250",0.381,0.297,0.322,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6"
"Benko Gambit, Accepted, King Walk Variation","https://old.chesstempo.com/gamedb/opening/61","white",1891,"A59","17-03-2021","2308","2264",0.423,0.332,0.246,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Axa6 6.Cc3 d6 7.e4 Axf1 8.Rxf1 g6 9.g3 Ag7 10.Rg2 O-O 11.Cf3"
"Benko Gambit, Accepted, Modern Variation","https://old.chesstempo.com/gamedb/opening/62","white",2199,"A57","22-02-2021","2329","2295",0.438,0.276,0.286,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.e3"
"Benko Gambit, Accepted, Pawn Return Variation","https://old.chesstempo.com/gamedb/opening/63","white",3879,"A57","17-03-2021","2231","2214",0.397,0.26,0.343,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.b6"
"Benko Gambit, Accepted, Yugoslav with 7...Bxf1, Nge2","https://old.chesstempo.com/gamedb/opening/64","white",186,"A59","02-02-2020","2197","2200",0.387,0.199,0.414,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Axa6 6.Cc3 d6 7.e4 Axf1 8.Rxf1 g6 9.Cge2"
"Benko Gambit, Accepted, Yugoslav without 7...Bxf1","https://old.chesstempo.com/gamedb/opening/65","white",362,"A59","27-12-2019","2145","2129",0.373,0.287,0.34,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Axa6 6.Cc3 d6 7.e4"
"Benko Gambit, Declined, Bishop Attack","https://old.chesstempo.com/gamedb/opening/66","white",170,"A57","09-12-2019","2275","2229",0.4,0.282,0.318,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.Ag5"
"Benko Gambit, Declined, Hjoerring Countergambit","https://old.chesstempo.com/gamedb/opening/67","white",32,"A57","14-11-2018","2161","2165",0.281,0.188,0.531,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.e4"
"Benko Gambit, Declined, Main Line","https://old.chesstempo.com/gamedb/opening/68","white",3210,"A57","13-03-2021","2347","2312",0.451,0.277,0.272,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.Cf3"
"Benko Gambit, Declined, Pseudo-Saemisch","https://old.chesstempo.com/gamedb/opening/69","white",214,"A57","02-02-2020","2167","2177",0.416,0.168,0.416,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.f3"
"Benko Gambit, Declined, Quiet Line","https://old.chesstempo.com/gamedb/opening/70","white",718,"A57","26-01-2021","2301","2280",0.441,0.248,0.311,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.Cd2"
"Benko Gambit, Declined, Sosonko Variation","https://old.chesstempo.com/gamedb/opening/71","white",729,"A57","31-12-2019","2217","2209",0.361,0.254,0.385,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.a4"
"Benko Gambit, Mutkin Countergambit","https://old.chesstempo.com/gamedb/opening/73","white",4,"A57","1996","2186","2227",0,0.75,0.25,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.g4"
"Benko Gambit, Zaitsev System","https://old.chesstempo.com/gamedb/opening/74","white",723,"A58","24-01-2021","2063","2070",0.322,0.196,0.481,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Cc3"
"Benko Gambit, Zaitsev Variation, Nescafe Frappe Attack","https://old.chesstempo.com/gamedb/opening/75","white",698,"A57","21-10-2020","2223","2228",0.371,0.171,0.459,"1.d4 Cf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Cc3 axb5 6.e4 b4 7.Cb5"
"Benoni Defense, Benoni Gambit Accepted","https://old.chesstempo.com/gamedb/opening/78","white",711,"A43","13-10-2020","2069","2086",0.298,0.236,0.465,"1.d4 c5 2.dxc5"
"Benoni Defense, Benoni-Indian Defense, Kingside move order","https://old.chesstempo.com/gamedb/opening/80","white",4358,"A43","14-02-2021","2337","2294",0.454,0.279,0.267,"1.d4 c5 2.d5 Cf6 3.Cf3"
"Benoni Defense, Benoni-Staunton Gambit","https://old.chesstempo.com/gamedb/opening/81","white",78,"A43","28-12-2019","2372","2243",0.513,0.256,0.231,"1.d4 c5 2.d5 f5 3.e4"
"Benoni Defense, Classical Variation, Averbakh-Grivas Attack","https://old.chesstempo.com/gamedb/opening/2827","white",593,"A71","31-10-2020","2336","2284",0.465,0.214,0.32,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ag5"
"Benoni Defense, Classical Variation, Czerniak Defense","https://old.chesstempo.com/gamedb/opening/87","white",430,"A79","02-09-2020","2444","2384",0.454,0.281,0.265,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ae2 O-O 9.O-O Te8 10.Cd2 Ca6 11.f3"
"Benoni Defense, Classical Variation, Czerniak Defense, Tal Line","https://old.chesstempo.com/gamedb/opening/88","white",975,"A77","08-03-2020","2365","2332",0.43,0.259,0.312,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ae2 O-O 9.O-O Te8 10.Cd2"
"Benoni Defense, Classical Variation, Full line","https://old.chesstempo.com/gamedb/opening/82","white",208,"A74","13-03-2020","2203","2163",0.428,0.226,0.346,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ae2 O-O 9.O-O a6 10.a4"
"Benoni Defense, Classical Variation, General","https://old.chesstempo.com/gamedb/opening/83","white",1972,"A70","15-09-2020","2251","2219",0.349,0.249,0.401,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3"
"Benoni Defense, Classical Variation, Main line","https://old.chesstempo.com/gamedb/opening/89","white",601,"A73","21-01-2021","2282","2265",0.366,0.294,0.339,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ae2 O-O 9.O-O"
"Benoni Defense, Classical Variation, New York Variation","https://old.chesstempo.com/gamedb/opening/2839","white",2633,"A70","18-03-2021","2375","2312",0.441,0.319,0.24,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.h3"
"Benoni Defense, Classical Variation, Traditional Variation","https://old.chesstempo.com/gamedb/opening/2828","white",274,"A72","23-02-2020","2249","2243",0.336,0.307,0.358,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.Cf3 Ag7 8.Ae2"
"Benoni Defense, Franco-Sicilian Defense","https://old.chesstempo.com/gamedb/opening/97","white",852,"A43","11-03-2021","2244","2188",0.445,0.269,0.286,"1.d4 c5 2.d5 e6 3.e4"
"Benoni Defense, King Pawn lines","https://old.chesstempo.com/gamedb/opening/102","white",3606,"A65","25-03-2021","2256","2214",0.445,0.221,0.334,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4"
"Benoni Defense, Knight's Tour Variation","https://old.chesstempo.com/gamedb/opening/104","white",1931,"A61","14-02-2021","2407","2360",0.47,0.269,0.261,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.Cf3 g6 7.Cd2"
"Benoni Defense, Mikenas Variation","https://old.chesstempo.com/gamedb/opening/105","white",234,"A66","11-02-2020","2310","2248",0.474,0.188,0.338,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Ag7 8.e5"
"Benoni Defense, Pawn Storm Variation","https://old.chesstempo.com/gamedb/opening/115","white",173,"A66","14-11-2020","2204","2126",0.555,0.156,0.289,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.f4"
"Benoni Defense, Taimanov Variation","https://old.chesstempo.com/gamedb/opening/118","white",2593,"A67","23-02-2021","2351","2292",0.5,0.203,0.298,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Ag7 8.Ab5+"
"Benoni Defense, Uhlmann Variation","https://old.chesstempo.com/gamedb/opening/119","white",611,"A61","21-01-2021","2353","2325",0.422,0.259,0.319,"1.d4 Cf6 2.c4 c5 3.d5 e6 4.Cc3 exd5 5.cxd5 d6 6.Cf3 g6 7.Ag5"
"Bird Opening, Batavo-Polish Attack","https://old.chesstempo.com/gamedb/opening/124","white",28,"A02","17-10-2019","2224","2250",0.214,0.5,0.286,"1.f4 Cf6 2.Cf3 g6 3.b4"
"Bird Opening, From Gabit, Bahr Gambit","https://old.chesstempo.com/gamedb/opening/2919","white",4,"A02","30-12-2019","1321","1647",0,0.5,0.5,"1.f4 e5 2.Cc3"
"Bird Opening, General","https://old.chesstempo.com/gamedb/opening/131","white",7589,"A02","06-03-2021","2095","2090",0.349,0.241,0.411,"1.f4"
"Bird Opening, Mujannah Opening","https://old.chesstempo.com/gamedb/opening/139","white",29,"A03","29-12-2020","1961","2028",0.379,0.138,0.483,"1.f4 Cf6 2.c4"
"Bird Opening, Sturm Gambit","https://old.chesstempo.com/gamedb/opening/144","white",52,"A02","22-08-2019","2100","2037",0.519,0.115,0.365,"1.f4 d5 2.c4"
"Bird Opening, Thomas Gambit","https://old.chesstempo.com/gamedb/opening/146","white",2,"A02","08-01-2000","2405","2132",0.5,0.5,0,"1.f4 d5 2.b3 Cf6 3.Ab2 d4 4.Cf3 c5 5.e3"
"Bird Opening, Wagner-Zwitersch Gambit","https://old.chesstempo.com/gamedb/opening/147","white",65,"A02","02-02-2020","2114","2104",0.461,0.215,0.323,"1.f4 f5 2.e4"
"Bird Opening, Williams Gambit","https://old.chesstempo.com/gamedb/opening/148","white",3,"A02","21-08-2008","2179","1728",0.333,0.667,0,"1.f4 d5 2.e4 dxe4 3.Cc3 Cf6 4.De2"
"Bishop's Opening, Berlin Defense, Greco Gambit","https://old.chesstempo.com/gamedb/opening/152","white",27,"C23","27-08-2017","2048","2146",0.296,0.148,0.556,"1.e4 e5 2.Ac4 Cf6 3.f4"
"Bishop's Opening, Boden-Kieseritsky Gambit","https://old.chesstempo.com/gamedb/opening/154","white",344,"C27","09-01-2021","2172","2122",0.427,0.27,0.302,"1.e4 e5 2.Cc3 Cf6 3.Ac4 Cxe4 4.Cf3"
"Bishop's Opening, General","https://old.chesstempo.com/gamedb/opening/157","white",1054,"C23","12-10-2020","2070","2056",0.48,0.214,0.306,"1.e4 e5 2.Ac4"
"Bishop's Opening, Lewis Countergambit, Walker Variation","https://old.chesstempo.com/gamedb/opening/163","white",1,"C23","1842","2205","2520",0,1,0,"1.e4 e5 2.Ac4 Ac5 3.c3 d5 4.Axd5 Cf6 5.d4"
"Bishop's Opening, Lewis Gambit","https://old.chesstempo.com/gamedb/opening/164","white",10,"C23","19-08-2019","2191","2078",0.7,0.2,0.1,"1.e4 e5 2.Ac4 Ac5 3.d4"
"Bishop's Opening, Lopez Variation","https://old.chesstempo.com/gamedb/opening/165","white",10,"C23","11-08-2014","2073","2187",0.4,0.2,0.4,"1.e4 e5 2.Ac4 Ac5 3.De2"
"Bishop's Opening, MacDonnell Gambit","https://old.chesstempo.com/gamedb/opening/167","white",4,"C23","21-07-2015","1959","2151",0.25,0.25,0.5,"1.e4 e5 2.Ac4 Ac5 3.b4"
"Bishop's Opening, MacDonnell Gambit, MacDonnell Double Gambit","https://old.chesstempo.com/gamedb/opening/169","white",4,"C23","18-02-2012","2255","2323",0.5,0.25,0.25,"1.e4 e5 2.Ac4 Ac5 3.b4 Axb4 4.f4"
"Bishop's Opening, Ponziani Gambit","https://old.chesstempo.com/gamedb/opening/171","white",223,"C24","06-09-2020","2011","1943",0.579,0.148,0.274,"1.e4 e5 2.Ac4 Cf6 3.d4"
"Bishop's Opening, Stein Gambit","https://old.chesstempo.com/gamedb/opening/172","white",10,"C23","29-07-2019","2088","2037",0.4,0.3,0.3,"1.e4 e5 2.Ac4 Ac5 3.f4"
"Bishop's Opening, Urusov Gambit","https://old.chesstempo.com/gamedb/opening/174","white",101,"C24","19-05-2010","2184","2150",0.455,0.218,0.327,"1.e4 e5 2.Ac4 Cf6 3.d4 exd4 4.Cf3"
"Bishop's Opening, Urusov Gambit, Keidansky Gambit","https://old.chesstempo.com/gamedb/opening/2768","white",140,"C24","11-03-2020","2235","2161",0.436,0.2,0.364,"1.e4 e5 2.Ac4 Cf6 3.d4 exd4 4.Cf3 Cxe4 5.Dxd4"
"Bishop's Opening, Vienna Hybrid","https://old.chesstempo.com/gamedb/opening/175","white",3712,"C28","27-02-2021","2228","2201",0.381,0.308,0.311,"1.e4 e5 2.Ac4 Cf6 3.d3 Cc6 4.Cc3"
"Bishop's Opening, Vienna Hybrid, Hromadka Variation","https://old.chesstempo.com/gamedb/opening/176","white",519,"C28","10-12-2020","2286","2254",0.372,0.355,0.274,"1.e4 e5 2.Ac4 Cf6 3.d3 Cc6 4.Cc3 Ab4 5.Ce2"
"Bishop's Opening, Vienna Hybrid, Spielmann Attack","https://old.chesstempo.com/gamedb/opening/177","white",1527,"C26","18-03-2021","2168","2128",0.476,0.234,0.29,"1.e4 e5 2.Ac4 Cf6 3.d3 Ac5 4.Cc3"
"Bishop's Opening, Warsaw Gambit","https://old.chesstempo.com/gamedb/opening/178","white",3,"C24","13-08-2015","1662","1835",0,0.333,0.667,"1.e4 e5 2.Ac4 Cf6 3.d4 exd4 4.c3"
"Blackmar-Diemer Gambit, Bogoljubow Variation, Studier Attack","https://old.chesstempo.com/gamedb/opening/183","white",85,"D00","25-07-2016","2096","2159",0.306,0.141,0.553,"1.d4 d5 2.e4 dxe4 3.Cc3 Cf6 4.f3 exf3 5.Cxf3 g6 6.Ac4 Ag7 7.O-O O-O 8.De1"
"Blackmar-Diemer Gambit, Diemer-Rosenberg Attack","https://old.chesstempo.com/gamedb/opening/191","white",3,"D00","11-02-2012","1809","1754",0.333,0.333,0.333,"1.d4 d5 2.e4 dxe4 3.Ae3"
"Blackmar-Diemer Gambit, Fritz Attack","https://old.chesstempo.com/gamedb/opening/194","white",12,"D00","20-08-2016","1811","1929",0.25,0.167,0.583,"1.d4 d5 2.e4 dxe4 3.Ac4"
